0.000000	4.934396	0.500000	1.000000
0.010000	4.934396	0.499998	1.000000
0.020000	4.934395	0.499981	1.000000
0.030000	4.934390	0.499936	1.000000
0.040000	4.934376	0.499850	1.000000
0.050000	4.934352	0.499715	1.000000
0.060000	4.934314	0.499522	1.000000
0.070000	4.934263	0.499265	1.000000
0.080000	4.934205	0.498943	1.000000
0.090000	4.934149	0.498555	1.000000
0.100000	4.934110	0.498106	1.000000
0.110000	4.934106	0.497602	1.000000
0.120000	4.934159	0.497055	1.000000
0.130000	4.934292	0.496478	1.000000
0.140000	4.934527	0.495888	1.000000
0.150000	4.934882	0.495305	1.000000
0.160000	4.935371	0.494749	1.000000
0.170000	4.935995	0.494242	1.000000
0.180000	4.936750	0.493804	1.000000
0.190000	4.937618	0.493458	1.000000
0.200000	4.938573	0.493223	1.000000
0.210000	4.939579	0.493119	1.000000
0.220000	4.940594	0.493161	1.000000
0.230000	4.941575	0.493365	1.000000
0.240000	4.942477	0.493739	1.000000
0.250000	4.943263	0.494289	1.000000
0.260000	4.943903	0.495015	1.000000
0.270000	4.944382	0.495912	1.000000
0.280000	4.944699	0.496969	1.000000
0.290000	4.944872	0.498173	1.000000
0.300000	4.944933	0.499504	1.000000
0.310000	4.944929	0.500938	1.000000
0.320000	4.944920	0.502447	1.000000
0.330000	4.944970	0.503999	1.000000
0.340000	4.945146	0.505557	1.000000
0.350000	4.945508	0.507085	1.000000
0.360000	4.946108	0.508542	1.000000
0.370000	4.946980	0.509890	1.000000
0.380000	4.948138	0.511090	1.000000
0.390000	4.949573	0.512106	1.000000
0.400000	4.951253	0.512904	1.000000
0.410000	4.953125	0.513454	1.000000
0.420000	4.955120	0.513730	1.000000
0.430000	4.957153	0.513713	1.000000
0.440000	4.959137	0.513388	1.000000
0.450000	4.960985	0.512748	1.000000
0.460000	4.962621	0.511793	1.000000
0.470000	4.963987	0.510533	1.000000
0.480000	4.965048	0.508982	1.000000
0.490000	4.965798	0.507166	1.000000
0.500000	4.966259	0.505115	1.000000
0.510000	4.966481	0.502866	1.000000
0.520000	4.966542	0.500465	1.000000
0.530000	4.966537	0.497958	1.000000
0.540000	4.966574	0.495400	1.000000
0.550000	4.966763	0.492848	1.000000
0.560000	4.967208	0.490362	1.000000
0.570000	4.967995	0.488000	1.000000
0.580000	4.969185	0.485821	1.000000
0.590000	4.970807	0.483883	1.000000
0.600000	4.972857	0.482236	1.000000
0.610000	4.975293	0.480929	1.000000
0.620000	4.978041	0.480001	1.000000
0.630000	4.980998	0.479487	1.000000
0.640000	4.984042	0.479412	1.000000
0.650000	4.987041	0.479792	1.000000
